DateTime,IsoWeekday,A,B,C,G,H,P,U
2018-11-26 15:30:01.191488,1,22,49,11,10,FULL,22,8
2018-11-26 15:45:00.833789,1,22,48,16,8,FULL,38,18
2018-11-26 16:00:01.265091,1,20,50,FULL,FULL,FULL,44,24
2018-11-26 16:15:00.828423,1,7,68,16,13,11,72,42
2018-11-26 16:30:01.004725,1,23,107,FULL,19,19,93,48
2018-11-26 16:45:00.824026,1,46,168,41,60,40,104,102
2018-11-26 17:00:00.804327,1,68,212,67,67,47,120,120
2018-11-26 17:15:00.867629,1,84,251,81,99,73,127,138
2018-11-26 17:30:01.329932,1,110,281,101,113,88,136,153
2018-11-26 17:45:01.015232,1,188,354,139,147,125,128,175
2018-11-26 18:00:01.442534,1,293,412,164,192,157,140,198
2018-11-26 18:15:01.124835,1,440,493,188,240,196,136,202
2018-11-26 18:30:01.175136,1,563,549,216,291,240,139,236
2018-11-26 18:45:00.806468,1,691,589,243,335,270,147,265
2018-11-26 19:00:00.844770,1,783,641,234,396,322,151,284
2018-11-26 19:15:00.853071,1,771,684,226,450,368,154,322
2018-11-26 19:30:01.463341,1,794,690,285,501,419,154,363
2018-11-26 19:45:00.826674,1,790,759,323,551,477,159,381
2018-11-26 20:00:01.410944,1,772,817,396,594,520,160,417
2018-11-26 20:15:03.107214,1,773,880,474,632,559,167,446
2018-11-26 20:30:01.270578,1,783,1006,572,672,591,166,480
2018-11-26 20:45:00.830880,1,819,1142,672,708,632,176,500
2018-11-26 21:00:00.990181,1,875,1288,765,740,673,184,522
2018-11-26 21:15:00.930489,1,953,1443,928,772,732,192,553
2018-11-26 21:30:01.265783,1,1036,1614,1079,820,814,219,598
2018-11-26 21:45:00.810116,1,1166,1819,1246,856,860,235,640
2018-11-26 22:00:05.374260,1,1299,2002,1417,925,954,261,685
2018-11-26 22:15:00.832720,1,1457,2226,1616,1049,1079,272,706
2018-11-26 22:30:01.175021,1,1529,2335,1676,1112,1143,281,727
2018-11-26 22:45:00.856325,1,1561,2396,1732,1143,1189,282,743
2018-11-26 23:00:00.839623,1,1584,2444,1758,1182,1231,291,759
2018-11-26 23:15:00.869924,1,1608,2475,1779,1208,1262,297,770
2018-11-26 23:30:01.173226,1,1624,2508,1803,1224,1281,297,774
2018-11-26 23:45:01.024528,1,1623,2529,1816,1229,1287,297,775
2018-11-27 00:00:00.859828,2,1644,2548,1833,1257,1310,296,776
2018-11-27 00:15:00.821162,2,1671,2564,1858,1305,1348,296,776
2018-11-27 00:30:01.005431,2,1681,2589,1875,1339,1382,298,778
2018-11-27 00:45:00.827764,2,742,2597,874,1363,1406,300,780
2018-11-27 01:00:01.198034,2,752,2601,879,1376,1416,300,783
2018-11-27 01:15:00.829369,2,757,2605,883,1384,1424,301,785
2018-11-27 01:30:01.360636,2,767,2606,885,1398,1438,300,788
2018-11-27 01:45:00.819970,2,771,2612,888,1417,1445,301,792
2018-11-27 02:00:01.201270,2,772,2614,887,1425,1450,303,792
2018-11-27 02:15:00.906572,2,775,2615,888,1435,1454,304,794
2018-11-27 02:30:01.185873,2,779,2614,894,1445,1466,305,794
2018-11-27 02:45:00.817175,2,784,2615,896,1455,1475,305,795
2018-11-27 03:00:02.759445,2,789,2615,897,1471,1490,305,795
2018-11-27 03:15:00.836809,2,792,2616,898,1471,1490,305,797
2018-11-27 03:30:05.122951,2,791,2617,900,1472,1491,304,796
2018-11-27 03:45:07.508189,2,791,2617,901,1473,1492,307,797
2018-11-27 04:00:01.187714,2,791,2617,901,1478,1496,306,797
2018-11-27 04:15:00.861015,2,791,2617,901,1479,1497,306,796
2018-11-27 04:30:01.004308,2,790,2621,901,1480,1497,307,797
2018-11-27 04:45:00.806616,2,790,2620,901,1481,1499,309,797
2018-11-27 05:00:01.037919,2,790,2621,900,1481,1498,309,797
2018-11-27 05:15:00.815219,2,790,2621,899,1481,1499,309,811
2018-11-27 05:30:01.194521,2,789,2621,901,1480,1499,310,811
2018-11-27 05:45:00.831822,2,790,2618,900,1481,1499,310,810
2018-11-27 06:00:01.226123,2,788,2610,895,1477,1502,309,812
2018-11-27 06:15:00.855457,2,789,2599,889,1475,1494,309,810
2018-11-27 06:30:01.186727,2,787,2577,881,1470,1489,309,802
2018-11-27 06:45:00.831059,2,776,2539,869,1449,1460,307,786
2018-11-27 07:00:01.042361,2,767,2492,846,1425,1437,307,774
2018-11-27 07:15:00.831662,2,753,2452,829,1406,1414,306,756
2018-11-27 07:30:01.171963,2,740,2396,806,1387,1393,306,738
2018-11-27 07:45:00.843265,2,716,2336,789,1222,1287,304,640
2018-11-27 08:00:01.419566,2,676,2257,755,1188,1256,303,623
2018-11-27 08:15:00.830866,2,652,2155,709,1161,1220,300,603
2018-11-27 08:30:01.432169,2,611,2029,679,1120,1160,298,584
2018-11-27 08:45:00.822501,2,563,1884,626,1063,1107,299,554
2018-11-27 09:00:01.234771,2,477,1684,530,999,1025,299,525
2018-11-27 09:15:00.837104,2,396,1506,421,910,927,298,488
2018-11-27 09:30:01.190373,2,294,1290,316,815,819,294,449
2018-11-27 09:45:00.829706,2,208,1113,215,704,704,292,416
2018-11-27 10:00:01.467975,2,121,940,106,563,562,290,373
2018-11-27 10:15:00.888309,2,361,771,325,464,461,287,317
2018-11-27 10:30:01.175610,2,272,620,196,369,370,278,278
2018-11-27 10:45:00.819912,2,181,499,94,278,278,266,242
2018-11-27 11:00:00.995213,2,106,361,28,211,210,247,209
2018-11-27 11:15:04.170419,2,54,247,13,154,153,235,188
2018-11-27 11:30:00.861847,2,19,119,10,106,102,219,173
2018-11-27 11:45:00.812149,2,15,FULL,12,45,44,192,160
2018-11-27 12:00:01.258419,2,15,FULL,FULL,FULL,FULL,176,141
2018-11-27 12:15:00.857753,2,FULL,FULL,FULL,FULL,FULL,154,121
2018-11-27 12:30:04.176957,2,12,FULL,FULL,FULL,FULL,110,85
2018-11-27 12:45:00.817354,2,10,FULL,14,FULL,FULL,80,60
2018-11-27 13:00:01.225656,2,FULL,FULL,FULL,FULL,FULL,41,28
2018-11-27 13:15:00.817957,2,FULL,FULL,9,FULL,FULL,17,11
2018-11-27 13:30:01.357259,2,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-27 13:45:00.796559,2,FULL,FULL,13,FULL,FULL,FULL,FULL
2018-11-27 14:00:01.029861,2,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-27 14:15:00.859196,2,13,FULL,FULL,FULL,FULL,4,FULL
2018-11-27 14:30:01.183464,2,FULL,FULL,FULL,FULL,FULL,10,FULL
2018-11-27 14:45:00.819797,2,25,FULL,18,FULL,FULL,FULL,11
2018-11-27 15:00:01.426067,2,FULL,FULL,FULL,FULL,FULL,4,8
2018-11-27 15:15:00.856399,2,10,46,FULL,FULL,FULL,9,FULL
2018-11-27 15:30:00.996701,2,24,43,23,FULL,FULL,16,6
2018-11-27 15:45:00.819002,2,31,51,15,FULL,FULL,28,10
2018-11-27 16:00:00.850303,2,14,46,21,FULL,FULL,34,21
2018-11-27 16:15:00.799605,2,15,56,15,15,14,47,25
2018-11-27 16:30:03.724811,2,24,105,FULL,10,12,60,34
2018-11-27 16:45:01.100188,2,47,122,40,40,23,83,89
2018-11-27 17:00:01.180509,2,48,162,58,62,46,104,100
2018-11-27 17:15:00.832842,2,69,226,90,96,70,112,121
2018-11-27 17:30:01.006144,2,91,304,111,114,94,116,151
2018-11-27 17:45:00.825445,2,170,370,133,152,122,124,182
2018-11-27 18:00:01.242715,2,216,399,137,167,130,125,207
2018-11-27 18:15:00.810047,2,216,399,137,167,130,125,207
2018-11-27 18:30:01.315349,2,216,399,137,167,130,125,207
2018-11-27 18:45:00.858651,2,216,399,137,167,130,125,207
2018-11-27 19:00:01.442952,2,216,399,137,167,130,125,207
2018-11-27 19:15:00.819253,2,216,399,137,167,130,125,207
2018-11-27 19:30:01.012555,2,216,399,137,167,130,125,207
2018-11-27 19:45:00.821816,2,216,399,137,167,130,125,207
2018-11-27 20:00:01.232157,2,216,399,137,167,130,125,207
2018-11-27 20:15:00.836490,2,732,883,414,549,482,158,403
2018-11-27 20:30:01.191760,2,740,966,496,570,508,163,427
2018-11-27 20:45:00.838092,2,778,1080,615,590,531,173,453
2018-11-27 21:00:01.341363,2,828,1214,724,617,572,177,478
2018-11-27 21:15:00.822696,2,903,1358,864,670,635,183,518
2018-11-27 21:30:01.013997,2,1012,1551,1010,723,693,191,542
2018-11-27 21:45:00.795298,2,1123,1735,1170,786,782,208,581
2018-11-27 22:00:01.219599,2,1240,1919,1361,871,892,219,614
2018-11-27 22:15:00.815901,2,1417,2165,1569,979,1015,225,648
2018-11-27 22:30:01.177203,2,1498,2305,1665,1048,1096,230,677
2018-11-27 22:45:00.812535,2,1555,2364,1710,1080,1136,235,698
2018-11-27 23:00:07.141625,2,1589,2424,1748,1121,1182,240,707
2018-11-27 23:15:01.714106,2,1612,2468,1790,1172,1224,241,712
2018-11-27 23:30:01.322407,2,1637,2503,1812,1194,1240,242,716
2018-11-27 23:45:00.858741,2,1650,2520,1828,1220,1261,244,726
2018-11-28 00:00:01.165043,3,1661,2538,1843,1239,1280,245,738
2018-11-28 00:15:00.806343,3,1678,2552,1856,1291,1334,245,742
2018-11-28 00:30:01.337644,3,1695,2560,1879,1324,1360,246,744
2018-11-28 00:45:00.838946,3,736,2573,878,1344,1377,249,747
2018-11-28 01:00:00.831247,3,741,2589,879,1349,1384,253,751
2018-11-28 01:15:00.822549,3,743,2594,884,1366,1394,252,754
2018-11-28 01:30:01.170850,3,756,2599,889,1384,1413,253,756
2018-11-28 01:45:00.847183,3,768,2601,893,1406,1434,253,758
2018-11-28 02:00:01.231453,3,771,2607,895,1411,1437,253,761
2018-11-28 02:15:02.941722,3,777,2607,896,1427,1451,253,762
2018-11-28 02:30:00.851087,3,781,2609,897,1431,1459,254,762
2018-11-28 02:45:00.868388,3,784,2612,899,1438,1466,254,762
2018-11-28 03:00:01.338690,3,791,2612,901,1455,1484,254,763
2018-11-28 03:15:00.846990,3,793,2614,901,1461,1488,254,762
2018-11-28 03:30:01.179292,3,794,2614,902,1464,1492,254,763
2018-11-28 03:45:00.826593,3,793,2613,902,1464,1491,254,763
2018-11-28 04:00:01.022894,3,795,2614,902,1464,1492,254,762
2018-11-28 04:15:00.854228,3,794,2617,903,1463,1492,254,763
2018-11-28 04:30:07.747307,3,795,2617,903,1464,1493,254,763
2018-11-28 04:45:00.804830,3,794,2617,903,1464,1494,254,763
2018-11-28 05:00:01.003132,3,794,2616,903,1464,1494,254,764
2018-11-28 05:15:00.870433,3,793,2616,903,1463,1493,254,777
2018-11-28 05:30:01.170734,3,794,2614,903,1463,1495,255,776
2018-11-28 05:45:00.812035,3,795,2610,903,1465,1496,255,776
2018-11-28 06:00:01.427337,3,794,2605,900,1464,1496,255,777
2018-11-28 06:15:00.858649,3,794,2601,899,1461,1492,255,777
2018-11-28 06:30:01.018939,3,791,2567,885,1452,1481,254,769
2018-11-28 06:45:01.213241,3,786,2527,868,1441,1462,255,759
2018-11-28 07:00:01.553542,3,776,2479,848,1419,1435,254,750
2018-11-28 07:15:00.867875,3,764,2421,823,1399,1410,250,739
2018-11-28 07:30:01.182149,3,745,2365,792,1380,1385,249,726
2018-11-28 07:45:00.857478,3,715,2282,757,1197,1266,249,623
2018-11-28 08:00:01.439746,3,672,2181,736,1163,1232,247,604
2018-11-28 08:15:00.804079,3,639,2053,694,1134,1180,240,579
2018-11-28 08:30:01.193381,3,584,1888,640,1077,1111,235,555
2018-11-28 08:45:00.827683,3,528,1718,555,1017,1037,233,530
2018-11-28 09:00:00.900984,3,454,1515,469,932,946,231,490
2018-11-28 09:15:00.842285,3,353,1309,365,831,837,230,449
2018-11-28 09:30:01.208587,3,244,1117,265,701,704,228,405
2018-11-28 09:45:00.810919,3,144,944,166,587,587,223,355
2018-11-28 10:00:01.225189,3,60,798,57,481,480,218,314
2018-11-28 10:15:00.825522,3,315,736,290,427,425,216,289
2018-11-28 10:30:01.187792,3,178,539,161,327,326,211,254
2018-11-28 10:45:00.845125,3,77,343,47,235,236,203,228
2018-11-28 11:00:01.047426,3,25,223,FULL,174,173,198,207
2018-11-28 11:15:00.823727,3,10,128,FULL,115,116,186,182
2018-11-28 11:30:01.199028,3,FULL,FULL,FULL,68,69,178,161
2018-11-28 11:45:00.864329,3,FULL,FULL,FULL,31,32,159,136
2018-11-28 12:00:01.192631,3,FULL,FULL,15,FULL,FULL,145,111
2018-11-28 12:15:00.855933,3,FULL,FULL,15,FULL,FULL,109,74
2018-11-28 12:30:01.020234,3,FULL,FULL,FULL,FULL,FULL,65,40
2018-11-28 12:45:00.891567,3,FULL,FULL,FULL,FULL,FULL,35,18
2018-11-28 13:00:01.181836,3,FULL,FULL,FULL,FULL,FULL,13,6
2018-11-28 13:15:00.825170,3,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-28 13:30:01.196471,3,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-11-28 13:45:00.858773,3,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-11-28 14:00:01.432042,3,9,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-28 14:15:00.816375,3,FULL,FULL,10,FULL,FULL,FULL,FULL
2018-11-28 14:30:00.845677,3,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-11-28 14:45:00.860978,3,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-28 15:00:01.184279,3,FULL,FULL,12,FULL,FULL,4,FULL
2018-11-28 15:15:00.882581,3,22,FULL,20,FULL,FULL,FULL,FULL
2018-11-28 15:30:01.186881,3,20,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-28 15:45:00.835215,3,20,FULL,10,FULL,FULL,FULL,FULL
2018-11-28 16:00:00.865516,3,9,FULL,FULL,FULL,FULL,6,8
2018-11-28 16:15:01.040818,3,10,44,13,FULL,FULL,9,7
2018-11-28 16:30:00.844119,3,FULL,83,FULL,14,11,21,22
2018-11-28 16:45:01.313421,3,38,113,28,25,FULL,40,80
2018-11-28 17:00:01.174722,3,42,155,34,36,15,56,89
2018-11-28 17:15:00.826023,3,61,203,53,54,27,73,111
2018-11-28 17:30:01.189325,3,82,253,77,73,50,94,128
2018-11-28 17:45:00.846626,3,120,325,137,115,82,108,158
2018-11-28 18:00:01.485932,3,148,386,147,131,110,110,183
2018-11-28 18:15:00.848261,3,228,431,192,182,162,120,217
2018-11-28 18:30:01.177530,3,286,485,274,225,186,125,239
2018-11-28 18:45:00.833864,3,327,482,302,260,218,131,263
2018-11-28 19:00:01.229132,3,381,503,319,295,254,138,293
2018-11-28 19:15:00.815466,3,410,504,355,329,281,146,317
2018-11-28 19:30:01.181767,3,451,537,425,344,302,147,336
2018-11-28 19:45:00.842068,3,449,544,438,366,325,149,346
2018-11-28 20:00:01.433369,3,413,565,425,384,333,147,369
2018-11-28 20:15:00.817671,3,426,626,471,416,358,154,389
2018-11-28 20:30:01.208973,3,441,706,531,442,373,169,405
2018-11-28 20:45:00.808274,3,477,824,621,468,407,174,435
2018-11-28 21:00:00.843607,3,549,966,716,491,436,173,452
2018-11-28 21:15:00.836908,3,643,1153,827,523,500,184,484
2018-11-28 21:30:01.187177,3,772,1386,952,587,574,186,521
2018-11-28 21:45:00.786511,3,901,1578,1121,645,653,199,565
2018-11-28 22:00:01.458780,3,1094,1836,1313,716,757,215,588
2018-11-28 22:15:02.698050,3,1300,2112,1532,838,903,227,626
2018-11-28 22:30:01.293414,3,1425,2241,1616,930,990,233,650
2018-11-28 22:45:00.843714,3,1476,2327,1678,985,1042,235,669
2018-11-28 23:00:01.329018,3,1533,2376,1712,1028,1094,245,682
2018-11-28 23:15:00.847320,3,1561,2435,1749,1062,1136,246,701
2018-11-28 23:30:01.427621,3,1587,2463,1780,1111,1188,245,710
2018-11-28 23:45:00.828954,3,1603,2478,1800,1126,1202,243,721
2018-11-29 00:00:12.969845,4,1614,2508,1809,1159,1221,245,724
2018-11-29 00:15:01.754524,4,1648,2527,1838,1225,1280,245,728
2018-11-29 00:30:00.953858,4,719,2548,857,1268,1321,246,734
2018-11-29 00:45:00.862158,4,739,2572,868,1313,1366,249,737
2018-11-29 01:00:01.340428,4,748,2582,866,1318,1369,249,740
2018-11-29 01:15:00.842761,4,752,2585,866,1331,1378,250,741
2018-11-29 01:30:01.193062,4,757,2588,874,1365,1404,250,742
2018-11-29 01:45:00.817365,4,767,2593,879,1377,1412,250,746
2018-11-29 02:00:01.235665,4,774,2600,881,1393,1426,253,747
2018-11-29 02:15:00.819967,4,777,2601,884,1404,1432,254,747
2018-11-29 02:30:01.174267,4,782,2602,885,1422,1451,254,747
2018-11-29 02:45:00.964569,4,785,2603,888,1434,1458,254,749
2018-11-29 03:15:00.852206,4,795,2607,888,1451,1471,258,751
2018-11-29 03:30:07.816282,4,795,2608,889,1452,1472,258,752
2018-11-29 03:45:00.816806,4,798,2609,889,1457,1475,259,755
2018-11-29 04:00:01.187107,4,797,2609,888,1457,1477,259,755
2018-11-29 04:15:00.843409,4,798,2609,890,1456,1479,258,754
2018-11-29 04:30:01.208709,4,797,2609,890,1459,1479,259,755
2018-11-29 04:45:01.581012,4,797,2610,890,1458,1479,259,755
2018-11-29 05:00:01.033313,4,798,2609,892,1462,1482,259,754
2018-11-29 05:15:00.835615,4,798,2610,892,1462,1482,259,773
2018-11-29 05:30:01.402923,4,799,2607,892,1459,1480,259,775
2018-11-29 05:45:00.820248,4,797,2605,892,1456,1478,259,775
2018-11-29 06:00:01.398518,4,796,2596,887,1456,1479,259,774
2018-11-29 06:15:00.859851,4,796,2583,883,1456,1475,258,776
2018-11-29 06:30:01.306120,4,795,2553,877,1457,1471,258,772
2018-11-29 06:45:00.844453,4,789,2520,861,1435,1447,258,762
2018-11-29 07:00:01.425755,4,778,2472,849,1415,1430,257,750
2018-11-29 07:15:00.853056,4,768,2420,824,1398,1406,253,734
2018-11-29 07:30:01.371357,4,748,2358,811,1378,1387,252,715
2018-11-29 07:45:00.829659,4,720,2273,782,1195,1263,251,612
2018-11-29 08:00:01.175959,4,675,2183,751,1161,1225,248,590
2018-11-29 08:15:00.885293,4,631,2076,700,1121,1184,242,567
2018-11-29 08:30:01.454563,4,575,1902,630,1067,1119,241,541
2018-11-29 08:45:00.868896,4,508,1717,543,1013,1050,239,504
2018-11-29 09:00:01.340164,4,432,1522,449,920,952,238,461
2018-11-29 09:15:00.823498,4,335,1334,348,829,841,233,425
2018-11-29 09:30:00.854800,4,235,1129,241,724,721,229,389
2018-11-29 09:45:01.054101,4,140,957,120,588,584,221,344
2018-11-29 10:00:01.244402,4,394,805,355,467,466,214,298
2018-11-29 10:15:00.814703,4,305,672,222,369,368,210,268
2018-11-29 10:30:01.179005,4,220,535,115,286,285,206,238
2018-11-29 10:45:00.817349,4,134,434,42,217,215,204,211
2018-11-29 11:00:01.370607,4,51,301,14,150,148,197,193
2018-11-29 11:15:00.827928,4,14,223,FULL,92,93,189,170
2018-11-29 11:30:01.185210,4,FULL,145,15,64,61,175,154
2018-11-29 11:45:00.822544,4,FULL,48,14,36,31,160,150
2018-11-29 12:00:01.228844,4,9,FULL,FULL,8,FULL,136,128
2018-11-29 12:15:00.859146,4,FULL,FULL,FULL,FULL,FULL,113,106
2018-11-29 12:30:01.574417,4,FULL,FULL,16,FULL,FULL,85,59
2018-11-29 12:45:00.832749,4,FULL,FULL,FULL,FULL,FULL,66,18
2018-11-29 13:00:01.436050,4,FULL,FULL,FULL,10,FULL,45,FULL
2018-11-29 13:15:01.038351,4,FULL,FULL,FULL,FULL,FULL,6,FULL
2018-11-29 13:30:01.346652,4,16,FULL,FULL,8,FULL,FULL,FULL
2018-11-29 13:45:00.833985,4,FULL,FULL,FULL,12,FULL,FULL,FULL
2018-11-29 14:00:01.389259,4,FULL,FULL,11,13,FULL,4,FULL
2018-11-29 14:15:00.928589,4,7,FULL,FULL,12,FULL,4,FULL
2018-11-29 14:30:01.322857,4,FULL,FULL,FULL,FULL,FULL,FULL,6
2018-11-29 14:45:00.840191,4,FULL,FULL,15,FULL,FULL,FULL,FULL
2018-11-29 15:00:01.436462,4,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-11-29 15:15:00.854794,4,FULL,FULL,FULL,FULL,FULL,12,FULL
2018-11-29 15:30:01.345095,4,FULL,FULL,19,FULL,FULL,6,7
2018-11-29 15:45:00.856396,4,FULL,FULL,19,FULL,FULL,FULL,FULL
2018-11-29 16:00:01.486698,4,FULL,FULL,26,FULL,FULL,9,8
2018-11-29 16:15:00.835000,4,18,72,14,16,11,15,FULL
2018-11-29 16:30:01.328300,4,19,94,22,27,23,20,14
2018-11-29 16:45:00.821634,4,45,142,58,90,70,43,68
2018-11-29 17:00:01.564904,4,51,163,50,99,76,59,73
2018-11-29 17:15:00.857236,4,60,176,78,113,84,77,96
2018-11-29 17:30:01.008540,4,83,208,82,119,90,85,107
2018-11-29 17:45:00.838839,4,132,262,106,166,120,92,133
2018-11-29 18:00:01.410109,4,202,335,133,215,149,96,154
2018-11-29 18:15:00.852442,4,321,387,190,254,205,99,185
2018-11-29 18:30:01.000743,4,448,436,225,299,244,105,222
2018-11-29 18:45:00.855046,4,568,497,215,334,287,114,243
2018-11-29 19:00:01.227348,4,659,556,192,383,346,121,262
2018-11-29 19:15:00.834647,4,686,571,166,413,383,125,286
2018-11-29 19:30:01.183948,4,692,606,195,454,427,128,322
2018-11-29 19:45:00.837282,4,674,611,260,495,454,130,342
2018-11-29 20:00:01.443552,4,684,616,288,526,481,127,368
2018-11-29 20:15:00.823885,4,704,693,324,536,507,134,389
2018-11-29 20:30:01.014186,4,709,746,365,587,540,140,420
2018-11-29 20:45:00.827488,4,741,819,459,617,578,141,446
2018-11-29 21:00:01.354789,4,759,952,555,652,590,146,488
2018-11-29 21:15:00.853090,4,812,1118,681,676,625,153,525
2018-11-29 21:30:01.195376,4,890,1311,865,734,692,165,552
2018-11-29 21:45:00.815692,4,1004,1517,1037,795,743,179,583
2018-11-29 22:00:01.245006,4,1154,1747,1234,881,853,199,617
2018-11-29 22:15:00.841327,4,1339,2008,1440,986,978,221,665
2018-11-29 22:30:01.443597,4,1469,2151,1558,1049,1065,227,687
2018-11-29 22:45:00.828929,4,1526,2244,1617,1096,1121,230,699
2018-11-29 23:00:01.503176,4,1566,2305,1647,1115,1158,238,709
2018-11-29 23:15:00.842532,4,1581,2364,1697,1145,1187,239,719
2018-11-29 23:30:01.422812,4,1597,2409,1734,1161,1198,239,725
2018-11-29 23:45:00.820135,4,1618,2432,1747,1207,1245,243,731
2018-11-30 00:00:01.578405,5,1634,2459,1777,1228,1266,243,738
2018-11-30 00:15:00.836738,5,1659,2500,1815,1279,1322,245,740
2018-11-30 00:30:01.167039,5,715,2539,840,1316,1359,246,740
2018-11-30 00:45:00.810340,5,723,2556,843,1318,1363,247,740
2018-11-30 01:00:11.384323,5,729,2570,852,1334,1373,248,744
2018-11-30 01:15:01.855943,5,741,2586,860,1342,1384,252,749
2018-11-30 01:30:01.309244,5,744,2591,864,1350,1388,253,751
2018-11-30 01:45:00.823577,5,757,2598,872,1370,1408,252,752
2018-11-30 02:00:00.993879,5,760,2602,876,1378,1418,252,753
2018-11-30 02:15:00.836181,5,762,2605,878,1387,1419,252,753
2018-11-30 02:30:00.841482,5,772,2605,876,1413,1437,253,755
2018-11-30 02:45:01.008783,5,783,2608,879,1428,1451,253,757
2018-11-30 03:00:01.264084,5,789,2608,885,1450,1471,253,757
2018-11-30 03:15:00.833385,5,792,2609,887,1455,1474,253,757
2018-11-30 03:30:01.161687,5,795,2612,887,1469,1483,253,758
2018-11-30 03:45:00.836020,5,797,2612,894,1473,1486,253,758
2018-11-30 04:00:01.327290,5,797,2611,894,1472,1486,253,758
2018-11-30 04:15:00.840622,5,795,2609,894,1475,1488,253,757
2018-11-30 04:30:01.171894,5,796,2610,896,1479,1493,253,757
2018-11-30 04:45:07.215033,5,796,2610,896,1479,1492,253,757
2018-11-30 05:00:01.464496,5,796,2606,896,1480,1493,253,757
2018-11-30 05:15:00.844828,5,796,2607,897,1482,1493,253,779
2018-11-30 05:30:01.341129,5,796,2608,897,1478,1492,252,778
2018-11-30 05:45:00.806430,5,797,2608,895,1476,1492,253,778
2018-11-30 06:00:01.434714,5,796,2598,894,1475,1490,253,779
2018-11-30 06:15:00.815032,5,796,2583,890,1473,1485,253,778
2018-11-30 06:30:01.189332,5,793,2565,884,1468,1477,253,775
2018-11-30 06:45:00.821667,5,786,2531,870,1450,1456,253,767
2018-11-30 07:00:01.444938,5,778,2493,855,1433,1432,253,756
2018-11-30 07:15:00.844270,5,762,2452,833,1409,1404,251,744
2018-11-30 07:30:01.000571,5,745,2405,817,1384,1385,251,736
2018-11-30 07:45:00.834872,5,710,2343,795,1202,1268,251,636
2018-11-30 08:00:01.435142,5,670,2257,772,1161,1217,250,619
2018-11-30 08:15:00.822475,5,630,2165,722,1128,1170,251,600
2018-11-30 08:30:01.202777,5,578,2006,649,1062,1101,252,583
2018-11-30 08:45:01.007077,5,499,1859,556,998,1027,252,553
2018-11-30 09:00:01.470379,5,410,1667,463,901,935,252,521
2018-11-30 09:15:00.851712,5,312,1501,362,826,830,251,494
2018-11-30 09:30:01.403959,5,207,1315,242,691,686,251,453
2018-11-30 09:45:00.808314,5,121,1161,146,548,545,247,400
2018-11-30 10:00:01.513584,5,383,994,353,408,407,241,368
2018-11-30 10:15:00.832917,5,258,822,212,294,293,238,328
2018-11-30 10:30:01.172219,5,146,651,104,163,162,231,300
2018-11-30 11:00:01.468821,5,17,376,FULL,15,13,210,234
2018-11-30 11:15:00.845122,5,FULL,231,FULL,FULL,FULL,197,207
2018-11-30 11:30:01.421423,5,FULL,114,FULL,FULL,FULL,183,171
2018-11-30 12:00:01.229026,5,FULL,FULL,11,FULL,FULL,132,113
2018-11-30 12:15:00.843360,5,20,FULL,FULL,FULL,FULL,104,83
2018-11-30 12:30:01.412629,5,11,FULL,FULL,FULL,FULL,67,43
2018-11-30 12:45:00.843963,5,FULL,FULL,7,FULL,FULL,41,25
2018-11-30 13:00:01.440231,5,FULL,FULL,FULL,FULL,FULL,16,7
2018-11-30 13:15:00.862566,5,FULL,FULL,FULL,FULL,FULL,FULL,6
2018-11-30 13:30:00.858866,5,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-30 13:45:00.852168,5,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-11-30 14:00:01.346470,5,8,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-30 14:15:00.832770,5,FULL,FULL,9,FULL,FULL,5,FULL
2018-11-30 14:30:01.183071,5,9,FULL,FULL,FULL,FULL,13,8
2018-11-30 14:45:00.866383,5,FULL,FULL,14,FULL,FULL,13,14
2018-11-30 15:00:04.058579,5,FULL,FULL,16,FULL,FULL,15,8
2018-11-30 15:15:00.845008,5,FULL,FULL,17,FULL,FULL,9,7
2018-11-30 15:30:01.271277,5,12,55,11,FULL,FULL,8,9
2018-11-30 15:45:00.823611,5,12,FULL,12,FULL,FULL,16,9
2018-11-30 16:00:01.005912,5,FULL,FULL,FULL,FULL,FULL,36,11
2018-11-30 16:15:00.997213,5,FULL,62,FULL,FULL,FULL,42,15
2018-11-30 16:30:01.330515,5,FULL,67,15,FULL,FULL,46,36
2018-11-30 16:45:00.825816,5,24,87,32,17,FULL,54,79
2018-11-30 17:00:01.590118,5,24,123,35,18,FULL,66,96
2018-11-30 17:15:00.882418,5,26,159,35,26,FULL,76,110
2018-11-30 17:30:01.186729,5,43,217,40,21,FULL,80,129
2018-11-30 17:45:01.243021,5,79,250,52,25,FULL,92,144
2018-11-30 18:00:01.334323,5,120,277,67,40,29,98,163
2018-11-30 18:15:01.226624,5,161,315,116,71,42,98,181
