DateTime,IsoWeekday,A,B,C,G,H,P,U
2018-10-25 09:00:00.959560,4,380,1513,450,910,926,311,507
2018-10-25 09:15:00.829862,4,241,,321,,821,,
2018-10-25 09:30:01.293163,4,108,1337,158,,721,,
2018-10-25 09:45:00.780497,4,20,1139,34,618,615,310,471
2018-10-25 10:00:01.567766,4,267,967,278,501,495,307,425
2018-10-25 10:15:00.852098,4,150,804,161,407,407,298,371
2018-10-25 10:30:01.309368,4,41,656,73,319,319,291,328
2018-10-25 10:45:00.754706,4,FULL,524,12,250,250,277,299
2018-10-25 11:00:01.440969,4,FULL,386,FULL,173,174,262,270
2018-10-25 11:15:00.798304,4,FULL,267,FULL,125,122,254,231
2018-10-25 11:30:00.987604,4,FULL,156,13,62,59,234,203
2018-10-25 11:45:00.811905,4,FULL,69,FULL,11,FULL,207,162
2018-10-25 12:00:01.386207,4,FULL,FULL,FULL,FULL,FULL,199,149
2018-10-25 12:15:00.826507,4,FULL,FULL,FULL,FULL,FULL,173,120
2018-10-25 12:30:01.227809,4,FULL,FULL,FULL,FULL,FULL,135,101
2018-10-25 12:45:00.788142,4,FULL,FULL,FULL,FULL,FULL,89,58
2018-10-25 13:00:00.923443,4,FULL,FULL,FULL,FULL,FULL,51,31
2018-10-25 13:15:00.793744,4,FULL,FULL,FULL,FULL,FULL,32,15
2018-10-25 13:30:01.282014,4,FULL,FULL,FULL,FULL,FULL,12,FULL
2018-10-25 13:45:00.782346,4,FULL,FULL,FULL,FULL,FULL,6,6
2018-10-25 14:00:01.024648,4,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-10-25 14:15:00.828948,4,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-10-25 14:30:01.404251,4,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-10-25 14:45:00.789553,4,FULL,FULL,FULL,FULL,FULL,6,FULL
2018-10-25 15:00:01.148853,4,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-10-25 15:15:01.198153,4,10,FULL,FULL,FULL,FULL,5,FULL
2018-10-25 15:30:01.312454,4,FULL,FULL,FULL,FULL,FULL,7,FULL
2018-10-25 15:45:00.789788,4,FULL,FULL,11,FULL,FULL,14,8
2018-10-25 16:00:01.448057,4,FULL,43,FULL,FULL,FULL,20,7
2018-10-25 16:15:00.808391,4,FULL,63,FULL,10,FULL,27,17
2018-10-25 16:30:01.294692,4,29,70,17,10,FULL,39,64
2018-10-25 16:45:00.785998,4,25,100,11,24,FULL,65,100
2018-10-25 17:00:01.244294,4,27,140,20,34,13,69,115
2018-10-25 17:15:00.823597,4,28,189,49,58,35,77,153
2018-10-25 17:30:01.288896,4,36,256,73,72,56,91,179
2018-10-25 17:45:00.790228,4,103,337,95,104,80,109,197
2018-10-25 18:00:00.793530,4,214,415,103,147,114,117,223
2018-10-25 18:15:00.844831,4,
2018-10-25 18:30:01.311101,4,494,541,142,249,206,133,253
2018-10-25 18:45:01.085436,4,618,561,145,294,239,134,275
2018-10-25 19:00:00.966735,4,707,566,134,312,277,151,298
2018-10-25 19:15:00.774035,4,716,559,183,363,321,155,311
2018-10-25 19:30:01.297337,4,692,560,240,393,362,163,326
2018-10-25 19:45:00.805637,4,670,586,279,419,383,165,356
2018-10-25 20:00:14.767494,4,633,628,329,452,409,172,390
2018-10-25 20:15:01.873208,4,670,699,391,487,443,187,405
2018-10-25 20:30:01.178541,4,676,805,459,515,479,187,439
2018-10-25 20:45:00.813874,4,720,928,570,551,521,190,467
2018-10-25 21:00:00.974176,4,779,1076,699,586,558,200,491
2018-10-25 21:15:00.784477,4,877,1262,834,620,606,219,516
2018-10-25 21:30:01.293746,4,985,1473,993,680,673,229,559
2018-10-25 21:45:00.814079,4,1107,1674,1161,731,753,247,592
2018-10-25 22:00:01.785352,4,1237,1889,1311,807,849,253,631
2018-10-25 22:15:04.581554,4,1390,2136,1518,938,978,269,667
2018-10-25 22:30:01.358984,4,1487,2290,1626,1015,1057,280,708
2018-10-25 22:45:01.024284,4,1545,2375,1679,1056,1102,287,727
2018-10-25 23:00:01.149584,4,1561,2422,1711,1070,1128,286,749
2018-10-25 23:15:00.820918,4,1593,2456,1749,1106,1154,290,762
2018-10-25 23:30:01.360188,4,1611,2501,1786,1117,1166,295,778
2018-10-25 23:45:00.979521,4,1633,2538,1806,1151,1203,296,787
2018-10-26 00:00:01.424789,5,1647,2555,1833,1195,1237,296,792
2018-10-26 00:15:00.824136,5,1657,2561,1850,1225,1270,299,793
2018-10-26 00:30:01.310424,5,1675,2577,1866,1284,1322,305,796
2018-10-26 00:45:00.796726,5,728,2584,871,1339,1375,305,798
2018-10-26 01:00:00.767026,5,735,2589,879,800,468,304,803
2018-10-26 01:15:00.844327,5,737,2591,878,802,466,306,805
2018-10-26 01:30:01.339629,5,748,2596,879,822,483,307,805
2018-10-26 01:45:00.827963,5,762,2604,880,1377,1410,310,806
2018-10-26 02:00:00.776264,5,762,2608,881,1391,1421,313,808
2018-10-26 02:15:00.753565,5,770,2612,882,1425,1449,314,808
2018-10-26 02:30:00.959865,5,774,2612,882,1434,1458,314,808
2018-10-26 02:45:07.551944,5,781,2615,885,1445,1469,315,809
2018-10-26 03:00:05.478308,5,790,2619,889,1460,1484,315,809
2018-10-26 03:15:05.586611,5,792,2618,890,1465,1487,315,809
2018-10-26 03:30:00.975070,5,794,2622,891,1469,1488,315,809
2018-10-26 03:45:00.809371,5,793,2625,892,1471,1491,315,810
2018-10-26 04:00:01.157672,5,794,2624,895,1474,1492,314,810
2018-10-26 04:15:00.766006,5,792,2623,895,1476,1494,315,810
2018-10-26 04:30:01.276274,5,793,2623,896,1476,1494,315,810
2018-10-26 04:45:01.117577,5,793,2623,896,1476,1494,315,810
2018-10-26 05:00:01.002908,5,793,2623,896,1474,1491,315,809
2018-10-26 05:15:00.800210,5,793,2622,896,1478,1494,314,824
2018-10-26 05:30:01.445478,5,793,2622,895,1474,1493,315,823
2018-10-26 05:45:00.788812,5,792,2622,892,1473,1490,315,822
2018-10-26 06:00:15.717635,5,792,2615,892,1470,1484,315,822
2018-10-26 06:15:02.022382,5,788,2604,890,1467,1479,315,819
2018-10-26 06:30:00.968716,5,781,2585,882,1462,1465,315,807
2018-10-26 06:45:00.814020,5,771,2546,869,1446,1449,315,797
2018-10-26 07:00:00.833349,5,760,2490,857,1428,1430,315,770
2018-10-26 07:15:00.796650,5,744,2442,836,1411,1403,313,748
2018-10-26 07:30:00.949951,5,725,2374,813,1235,1288,313,647
2018-10-26 07:45:00.785261,5,703,2274,780,1209,1250,311,631
2018-10-26 08:00:01.427521,5,678,2160,733,1172,1206,310,609
2018-10-26 08:15:00.775836,5,631,2036,683,1126,1151,309,590
2018-10-26 08:30:01.442156,5,579,1866,623,1051,1071,310,556
2018-10-26 08:45:01.956424,5,489,1708,547,986,987,312,526
2018-10-26 09:00:01.576757,5,401,1519,439,878,871,311,503
2018-10-26 09:15:00.839059,5,268,1335,315,789,780,308,479
2018-10-26 09:30:01.305359,5,175,1167,198,676,672,301,441
2018-10-26 09:45:00.797693,5,74,995,89,530,528,296,395
2018-10-26 10:00:01.017996,5,316,823,310,385,383,289,355
2018-10-26 10:15:00.775295,5,178,644,167,281,280,266,308
2018-10-26 10:30:01.117596,5,73,517,47,175,174,256,275
2018-10-26 10:45:00.786898,5,FULL,375,FULL,71,69,233,246
2018-10-26 11:00:01.153199,5,FULL,230,FULL,FULL,FULL,208,218
2018-10-26 11:15:00.839501,5,FULL,100,FULL,FULL,FULL,188,182
2018-10-26 11:30:01.162801,5,FULL,FULL,FULL,FULL,FULL,169,147
2018-10-26 11:45:00.789102,5,FULL,FULL,FULL,FULL,FULL,137,90
2018-10-26 12:00:01.020402,5,FULL,FULL,FULL,FULL,FULL,105,38
2018-10-26 12:15:00.811737,5,FULL,FULL,FULL,FULL,FULL,66,20
2018-10-26 12:30:01.184005,5,11,FULL,FULL,FULL,FULL,37,FULL
2018-10-26 12:45:00.785338,5,FULL,FULL,14,FULL,FULL,4,FULL
2018-10-26 13:00:00.777640,5,FULL,FULL,FULL,FULL,FULL,4,FULL
2018-10-26 13:15:00.790940,5,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-10-26 13:30:00.951241,5,FULL,FULL,7,FULL,FULL,FULL,FULL
2018-10-26 13:45:00.791543,5,14,FULL,13,FULL,FULL,FULL,FULL
2018-10-26 14:00:00.787843,5,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-10-26 14:15:00.840145,5,FULL,FULL,FULL,FULL,FULL,5,FULL
2018-10-26 14:30:01.455446,5,FULL,FULL,FULL,FULL,FULL,6,FULL
2018-10-26 14:45:00.799778,5,10,FULL,10,FULL,FULL,16,7
2018-10-26 15:00:00.991050,5,FULL,FULL,FULL,FULL,FULL,17,7
2018-10-26 15:15:00.804381,5,9,FULL,12,FULL,FULL,13,7
2018-10-26 15:30:01.330650,5,15,FULL,FULL,FULL,FULL,16,6
2018-10-26 15:45:01.148983,5,FULL,FULL,FULL,FULL,FULL,14,FULL
2018-10-26 16:00:01.422253,5,FULL,FULL,FULL,FULL,FULL,6,8
2018-10-26 16:15:00.817586,5,FULL,36,FULL,FULL,FULL,5,6
2018-10-26 16:30:01.444887,5,35,36,21,20,FULL,8,49
2018-10-26 16:45:00.805187,5,25,63,16,15,FULL,24,62
2018-10-26 17:00:01.435490,5,29,77,18,19,FULL,45,80
2018-10-26 17:15:01.015791,5,37,113,40,35,14,59,91
2018-10-26 17:30:01.194091,5,28,128,44,42,23,63,98
2018-10-26 17:45:00.832425,5,28,128,44,42,23,63,98
2018-10-26 18:00:00.804726,5,90,FULL,59,FULL,FULL,FULL,127
2018-10-26 18:15:00.828027,5,90,FULL,59,FULL,FULL,FULL,127
2018-10-26 18:30:01.178329,5,398,274,58,152,137,105,147
2018-10-26 18:45:00.799634,5,483,277,52,178,163,104,167
2018-10-26 19:00:00.855931,5,525,273,31,193,174,109,185
2018-10-26 19:15:00.836231,5,515,231,29,194,181,107,192
2018-10-26 19:30:01.328539,5,489,206,20,202,179,102,203
2018-10-26 19:45:00.791834,5,451,169,52,196,177,105,220
2018-10-26 20:00:00.861136,5,418,114,57,215,195,104,226
2018-10-26 20:15:00.794468,5,
2018-10-26 20:30:01.301738,5,393,159,127,233,219,99,257
2018-10-26 20:45:00.794071,5,395,265,163,247,247,99,283
2018-10-26 21:00:11.438021,5,438,381,267,251,241,103,310
2018-10-26 21:15:02.003642,5,509,586,401,296,291,125,349
2018-10-26 21:30:01.149974,5,615,852,581,373,367,142,409
2018-10-26 21:45:00.797276,5,775,1121,785,471,486,163,456
2018-10-26 22:00:00.835576,5,964,1401,1008,582,601,188,502
2018-10-26 22:15:00.808877,5,1183,1700,1245,718,747,214,562
2018-10-26 22:30:01.454160,5,1310,1866,1423,781,821,227,611
2018-10-26 22:45:00.752514,5,1366,1970,1489,818,863,238,635
2018-10-26 23:00:01.196781,5,1417,2095,1542,869,911,244,659
2018-10-26 23:15:00.857114,5,1449,2198,1588,910,953,248,676
2018-10-26 23:30:01.145416,5,1475,2266,1642,921,974,256,702
2018-10-26 23:45:00.826716,5,1501,2318,1684,959,1019,264,719
2018-10-27 00:00:00.760018,6,1561,2396,1734,1036,1101,266,731
2018-10-27 00:15:00.791319,6,1600,2442,1781,1080,1146,276,740
2018-10-27 00:30:01.365620,6,1630,2467,1821,1132,1184,278,752
2018-10-27 00:45:00.774921,6,1666,2503,1824,1214,1257,280,758
2018-10-27 01:00:01.380230,6,1682,2532,1842,1239,1284,280,764
2018-10-27 01:15:00.787556,6,1692,2547,1847,1253,1295,288,771
2018-10-27 01:30:01.287824,6,1695,2564,1863,1275,1319,292,779
2018-10-27 01:45:00.880157,6,1702,2578,1865,1289,1332,292,783
2018-10-27 02:00:01.409427,6,1715,2583,1866,1298,1336,299,783
2018-10-27 02:15:00.829760,6,1726,2589,1875,1347,1376,303,787
2018-10-27 02:30:08.305806,6,1743,2601,1889,1373,1398,305,791
2018-10-27 02:45:00.929361,6,1751,2605,1900,1408,1427,305,792
2018-10-27 03:00:00.980663,6,1758,2611,1907,1427,1441,308,793
2018-10-27 03:15:00.831965,6,1762,2611,1910,1447,1458,307,797
2018-10-27 03:30:01.431266,6,1767,2613,1918,1455,1465,310,799
2018-10-27 03:45:00.798566,6,1770,2616,1917,1456,1465,310,798
2018-10-27 04:00:01.427868,6,1770,2617,1918,1458,1468,310,798
2018-10-27 04:15:00.781201,6,1770,2614,1916,1462,1472,310,800
2018-10-27 04:30:01.740471,6,1770,2619,1918,1463,1473,310,800
2018-10-27 04:45:02.310739,6,1771,2621,1919,1463,1473,311,798
2018-10-27 05:00:00.767104,6,1771,2621,1920,1461,1471,311,799
2018-10-27 05:15:00.830406,6,1771,2621,1920,1462,1472,310,817
2018-10-27 05:30:01.350706,6,1771,2622,1918,1459,1470,311,817
2018-10-27 05:45:00.795008,6,1770,2622,1919,1457,1472,311,818
2018-10-27 06:00:01.186309,6,1770,2622,1921,1456,1470,310,817
2018-10-27 06:15:00.811610,6,1770,2621,1921,1457,1473,311,817
2018-10-27 06:30:01.351911,6,1769,2621,1915,1456,1471,311,816
2018-10-27 06:45:00.781244,6,1769,2619,1912,1455,1470,311,817
2018-10-27 07:00:00.816546,6,1769,2619,1912,1455,1470,311,817
2018-10-27 07:15:00.827847,6,1769,2619,1912,1455,1470,311,817
2018-10-27 07:30:01.147148,6,1769,2619,1912,1455,1470,311,817
2018-10-27 07:45:00.826450,6,1769,2619,1912,1455,1470,311,817
2018-10-27 08:00:01.149749,6,1726,2581,1850,1420,1431,312,807
2018-10-27 08:15:00.797051,6,1699,2564,1827,1413,1419,312,808
2018-10-27 08:30:00.778351,6,1677,2533,1789,1393,1395,311,799
2018-10-27 08:45:00.782652,6,1641,2492,1728,1348,1359,310,793
2018-10-27 09:00:01.328956,6,1575,2442,1644,1314,1310,308,782
2018-10-27 09:15:06.128096,6,1488,2364,1540,1259,1258,306,763
2018-10-27 09:30:00.963588,6,841,FULL,1418,FULL,FULL,FULL,746
2018-10-27 09:45:00.774889,6,1239,2143,1238,1108,1120,301,725
2018-10-27 10:00:00.773191,6,1111,2031,1052,1047,1065,291,705
2018-10-27 10:15:00.788491,6,900,1805,778,956,952,277,666
2018-10-27 10:30:01.207793,6,731,1631,599,892,882,272,640
2018-10-27 10:45:00.975093,6,563,1437,442,847,817,258,609
2018-10-27 11:00:01.152395,6,408,1260,289,781,757,223,572
2018-10-27 11:15:00.793696,6,296,1104,172,707,685,208,554
2018-10-27 11:30:01.386997,6,187,930,88,613,601,189,525
2018-10-27 11:45:00.979304,6,101,788,45,536,527,177,499
2018-10-27 12:00:01.333599,6,34,644,24,464,452,155,488
2018-10-27 12:15:00.808931,6,FULL,538,FULL,389,380,133,463
2018-10-27 12:30:01.286201,6,13,379,10,325,319,121,439
2018-10-27 12:45:04.113438,6,16,292,FULL,283,277,118,423
2018-10-27 13:00:01.164834,6,26,165,27,210,205,111,394
2018-10-27 13:15:00.859136,6,21,73,25,164,160,97,378
2018-10-27 13:30:01.156437,6,38,21,34,124,119,93,351
2018-10-27 13:45:00.756738,6,17,21,16,83,77,90,326
2018-10-27 14:00:00.783040,6,24,FULL,19,65,62,80,297
2018-10-27 14:15:00.827342,6,21,FULL,15,53,48,77,280
2018-10-27 14:30:00.895685,6,17,FULL,47,18,14,81,247
2018-10-27 14:45:00.755983,6,35,41,26,13,FULL,67,245
2018-10-27 15:00:01.178244,6,35,37,43,11,FULL,53,224
2018-10-27 15:15:00.835576,6,20,35,22,20,20,55,208
2018-10-27 15:30:01.380846,6,23,37,18,9,13,51,202
2018-10-27 15:45:01.057178,6,37,28,15,15,FULL,50,205
2018-10-27 16:00:00.975479,6,44,26,22,26,17,48,193
2018-10-27 16:15:00.872782,6,60,27,33,36,29,49,181
2018-10-27 16:30:01.297082,6,41,58,36,39,39,53,198
2018-10-27 16:45:00.798383,6,40,73,36,52,48,51,209
2018-10-27 17:00:01.133684,6,42,82,40,60,57,59,215
2018-10-27 17:15:00.825017,6,44,108,41,81,71,61,213
2018-10-27 17:30:01.143286,6,72,133,33,100,97,53,221
2018-10-27 17:45:00.776620,6,73,161,47,116,114,55,233
2018-10-27 18:00:01.372889,6,73,201,57,110,102,51,263
2018-10-27 18:15:00.985221,6,76,227,60,121,116,54,275
2018-10-27 18:30:01.339523,6,61,242,38,150,129,62,296
2018-10-27 18:45:00.787823,6,41,204,29,188,169,60,301
2018-10-27 19:00:01.366124,6,28,190,25,210,189,64,322
2018-10-27 19:15:06.763235,6,19,141,24,235,204,55,324
2018-10-27 19:30:01.170727,6,22,126,27,227,209,35,320
2018-10-27 19:45:00.831059,6,24,115,FULL,223,206,31,314
2018-10-27 20:00:00.967361,6,32,114,25,227,209,27,315
2018-10-27 20:15:00.765661,6,60,160,49,224,209,33,326
2018-10-27 20:30:01.360931,6,98,227,100,225,206,37,341
2018-10-27 20:45:00.774264,6,156,369,174,221,214,45,365
2018-10-27 21:00:00.994565,6,246,547,263,238,230,67,396
2018-10-27 21:15:00.794866,6,388,765,395,278,285,94,429
2018-10-27 21:30:00.987167,6,533,1008,570,360,374,121,473
2018-10-27 21:45:00.930467,6,706,1290,807,448,480,156,516
2018-10-27 22:00:12.967387,6,902,1561,1045,581,615,187,579
2018-10-27 22:15:01.600071,6,1146,1871,1321,716,752,219,639
2018-10-27 22:30:00.943403,6,1332,2066,1483,805,856,232,677
2018-10-27 22:45:00.760704,6,1407,2183,1592,840,895,238,699
2018-10-27 23:00:00.826005,6,1446,2249,1635,854,918,240,716
2018-10-27 23:15:00.754306,6,1464,2330,1676,880,953,239,732
2018-10-27 23:30:01.402607,6,1482,2390,1718,877,960,247,746
2018-10-27 23:45:00.777897,6,1508,2423,1745,928,1009,257,754
2018-10-28 00:00:01.440211,7,1533,2459,1789,967,1050,260,762
2018-10-28 00:15:00.780510,7,1558,2493,1811,1019,1092,269,778
2018-10-28 00:30:01.304812,7,1584,2517,1828,1075,1141,274,781
2018-10-28 00:45:00.783145,7,1615,2537,1848,1144,1197,275,785
2018-10-28 01:00:01.339413,7,1629,2557,1858,1160,1209,277,790
2018-10-28 01:15:00.782751,7,1635,2567,1859,1164,1212,285,796
2018-10-28 01:30:01.129048,7,1645,2578,1863,1187,1235,300,800
2018-10-28 01:45:00.948339,7,1651,2501,1866,1202,1243,299,801
2018-10-28 02:00:00.983650,7,1676,2507,1872,1271,1300,302,805
2018-10-28 02:15:00.803951,7,1701,2517,1881,1338,1360,305,806
2018-10-28 02:30:01.301434,7,1711,2519,1886,1354,1369,306,807
2018-10-28 02:45:00.801735,7,1711,2519,1886,1354,1369,306,807
2018-10-28 03:00:01.367036,7,1711,2519,1886,1354,1369,306,807
2018-10-28 03:15:00.789370,7,1711,2519,1886,1354,1369,306,807
2018-10-28 03:30:00.987626,7,1711,2519,1886,1354,1369,306,807
2018-10-28 03:45:07.597242,7,1711,2519,1886,1354,1369,306,807
2018-10-28 04:00:01.320736,7,1711,2519,1886,1354,1369,306,807
2018-10-28 04:15:00.841068,7,1711,2519,1886,1354,1369,306,807
2018-10-28 04:30:01.337338,7,1711,2519,1886,1354,1369,306,807
2018-10-28 04:45:00.824670,7,1711,2519,1886,1354,1369,306,807
2018-10-28 05:00:00.826971,7,1711,2519,1886,1354,1369,306,807
2018-10-28 05:15:00.841273,7,1711,2519,1886,1354,1369,306,807
2018-10-28 05:30:00.966574,7,1711,2519,1886,1354,1369,306,807
2018-10-28 05:45:01.091875,7,1711,2519,1886,1354,1369,306,807
2018-10-28 06:00:00.781209,7,1711,2519,1886,1354,1369,306,807
2018-10-28 06:15:00.810509,7,1711,2519,1886,1354,1369,306,807
2018-10-28 06:30:01.314778,7,1711,2519,1886,1354,1369,306,807
2018-10-28 06:45:00.799111,7,1711,2519,1886,1354,1369,306,807
2018-10-28 07:00:01.204412,7,1711,2519,1886,1354,1369,306,807
2018-10-28 07:15:00.790714,7,1734,2526,1878,1452,1455,311,810
2018-10-28 07:30:01.337014,7,1729,2527,1869,1450,1453,311,810
2018-10-28 07:45:00.799315,7,1723,2524,1856,1447,1450,311,806
2018-10-28 08:00:01.411616,7,1705,2515,1846,1439,1443,311,805
2018-10-28 08:15:00.784918,7,1693,2501,1836,1430,1432,311,801
2018-10-28 08:30:01.160219,7,1675,2480,1813,1412,1414,311,796
2018-10-28 08:45:01.665520,7,1655,2438,1778,1389,1389,310,788
2018-10-28 09:00:01.423821,7,1608,2394,1729,1364,1362,308,781
2018-10-28 09:15:00.822154,7,1531,2335,1671,1318,1326,307,768
2018-10-28 09:30:01.354424,7,1435,2265,1543,1247,1255,303,760
2018-10-28 09:45:00.837757,7,1271,2155,1332,1162,1175,300,742
2018-10-28 10:00:01.439058,7,1089,1977,1070,1105,1108,290,727
2018-10-28 10:15:00.813358,7,874,1789,785,1041,1040,268,701
2018-10-28 10:30:01.154660,7,681,1566,481,956,933,237,668
2018-10-28 10:45:00.780960,7,508,1355,235,884,846,204,638
2018-10-28 11:00:02.466229,7,316,1152,88,804,757,185,598
2018-10-28 11:15:00.854595,7,150,959,15,686,662,153,555
2018-10-28 11:30:01.362864,7,29,759,FULL,584,573,129,515
2018-10-28 11:45:00.812197,7,FULL,529,FULL,485,480,100,468
2018-10-28 12:00:00.991498,7,FULL,321,FULL,378,369,82,410
2018-10-28 12:15:00.858799,7,FULL,132,FULL,256,251,69,360
2018-10-28 12:30:01.454067,7,FULL,FULL,FULL,155,152,40,337
2018-10-28 12:45:00.799401,7,FULL,FULL,FULL,78,73,32,293
2018-10-28 13:00:00.982702,7,FULL,FULL,12,21,15,15,249
2018-10-28 13:15:00.812004,7,FULL,FULL,FULL,FULL,FULL,6,212
2018-10-28 13:30:01.419304,7,FULL,FULL,13,FULL,FULL,FULL,176
2018-10-28 13:45:00.834637,7,FULL,FULL,FULL,FULL,FULL,7,144
2018-10-28 14:00:01.194889,7,FULL,FULL,FULL,FULL,FULL,13,119
2018-10-28 14:15:03.851144,7,FULL,FULL,FULL,FULL,FULL,12,92
2018-10-28 14:30:01.435508,7,FULL,FULL,8,FULL,FULL,9,77
2018-10-28 14:45:00.818842,7,FULL,FULL,FULL,FULL,FULL,8,67
2018-10-28 15:00:01.227143,7,FULL,32,12,8,FULL,4,64
2018-10-28 15:15:00.826444,7,FULL,27,12,FULL,FULL,4,56
2018-10-28 15:30:01.181745,7,11,32,FULL,10,FULL,FULL,57
2018-10-28 15:45:00.797046,7,10,FULL,10,14,FULL,6,42
2018-10-28 16:00:01.033348,7,11,27,11,8,FULL,4,42
2018-10-28 16:15:03.093584,7,FULL,31,18,8,FULL,18,37
2018-10-28 16:30:00.985950,7,10,27,20,12,10,7,57
2018-10-28 16:45:00.850282,7,20,56,FULL,16,11,13,69
2018-10-28 17:00:01.125583,7,29,87,10,43,38,29,82
2018-10-28 17:15:00.803884,7,36,84,18,49,43,24,111
2018-10-28 17:30:01.159186,7,39,134,18,74,68,26,134
2018-10-28 17:45:00.801486,7,41,196,27,75,63,41,157
2018-10-28 18:00:01.450788,7,64,242,34,82,73,61,184
2018-10-28 18:15:01.147089,7,78,298,42,99,92,69,216
2018-10-28 18:30:01.428390,7,94,290,46,129,129,83,241
2018-10-28 18:45:00.786723,7,112,348,63,143,130,81,271
2018-10-28 19:00:00.855024,7,119,364,60,173,161,80,284
2018-10-28 19:15:00.811324,7,150,411,105,218,208,78,305
2018-10-28 19:30:01.404594,7,172,493,120,248,230,91,351
2018-10-28 19:45:00.808927,7,194,558,122,255,237,106,369
2018-10-28 20:00:00.786228,7,210,583,117,285,280,112,386
2018-10-28 20:15:00.793529,7,262,712,160,327,319,129,419
2018-10-28 20:30:01.325830,7,331,841,216,373,367,140,456
2018-10-28 20:45:00.838141,7,387,996,332,409,398,149,489
2018-10-28 21:00:01.495432,7,511,1148,466,441,442,169,516
2018-10-28 21:15:00.785766,7,642,1367,655,488,496,188,555
2018-10-28 21:30:01.044035,7,806,1610,849,578,589,204,592
2018-10-28 21:45:00.798367,7,934,1825,1058,671,679,230,643
2018-10-28 22:00:01.185638,7,1129,2017,1283,766,802,251,696
2018-10-28 22:15:00.785969,7,1343,2282,1532,924,945,273,741
2018-10-28 22:30:01.178271,7,1500,2405,1682,989,1022,282,757
2018-10-28 22:45:00.827572,7,1557,2468,1731,1025,1066,290,769
2018-10-28 23:00:01.119873,7,1584,2502,1773,1072,1112,294,775
2018-10-28 23:15:00.790174,7,1608,2539,1810,1094,1135,295,784
2018-10-28 23:30:01.309476,7,1626,2556,1816,1113,1151,300,788
2018-10-28 23:45:00.812776,7,1650,2576,1837,1168,1205,306,792
2018-10-29 00:00:01.441077,1,1677,2596,1855,1200,1234,308,794
2018-10-29 00:15:00.774411,1,1697,2613,1874,1253,1277,311,796
2018-10-29 00:30:01.427679,1,1718,2627,1889,1313,1331,311,798
2018-10-29 00:45:00.793012,1,745,2631,881,1345,1361,312,797
2018-10-29 01:00:01.218313,1,749,2636,880,1352,1367,311,799
2018-10-29 01:15:00.829614,1,750,2636,881,1360,1375,312,801
2018-10-29 01:30:00.823915,1,755,2640,883,1374,1385,312,801
2018-10-29 01:45:00.799216,1,757,2639,884,1376,1391,312,800
2018-10-29 02:00:01.441517,1,761,2640,889,1387,1398,312,801
2018-10-29 02:15:00.792818,1,776,2642,891,1433,1442,312,800
2018-10-29 02:30:01.399120,1,780,2644,894,1445,1451,313,802
2018-10-29 02:45:07.852230,1,784,2645,894,1454,1461,313,801
2018-10-29 03:00:05.060595,1,787,2646,897,1464,1469,314,802
2018-10-29 03:15:01.807023,1,789,2646,897,1475,1477,314,802
2018-10-29 03:30:00.805356,1,791,2644,898,1477,1477,314,802
2018-10-29 03:45:00.786657,1,791,2644,898,1482,1482,315,803
2018-10-29 04:00:01.352957,1,791,2643,898,1480,1481,315,803
2018-10-29 04:15:00.779258,1,791,2645,899,1483,1483,315,804
2018-10-29 04:30:00.988560,1,793,2644,899,1480,1481,315,803
2018-10-29 04:45:00.828860,1,793,2643,899,1480,1480,315,804
2018-10-29 05:00:01.164162,1,792,2644,900,1480,1479,315,803
2018-10-29 05:15:00.836496,1,792,2645,900,1481,1479,316,811
2018-10-29 05:30:01.375764,1,792,2642,899,1478,1477,316,811
2018-10-29 05:45:00.830097,1,791,2642,897,1477,1478,316,812
2018-10-29 06:00:00.781398,1,790,2636,894,1473,1475,316,810
2018-10-29 06:15:00.816699,1,788,2623,892,1469,1468,316,808
2018-10-29 06:30:01.111001,1,783,2598,885,1465,1460,316,800
2018-10-29 06:45:00.791301,1,775,2566,868,1451,1440,316,790
2018-10-29 07:00:01.379603,1,763,2510,851,1429,1422,316,769
2018-10-29 07:15:00.829904,1,752,2459,837,1402,1390,316,757
2018-10-29 07:30:01.006205,1,741,2397,817,1222,1262,314,736
2018-10-29 07:45:00.802538,1,718,2307,789,1191,1227,311,633
2018-10-29 08:00:00.861840,1,699,2215,754,1158,1187,311,617
2018-10-29 08:15:00.780140,1,653,2107,719,1114,1131,308,600
2018-10-29 08:30:01.327410,1,611,1982,674,1059,1070,308,576
2018-10-29 08:45:00.990743,1,549,1815,614,989,999,311,549
2018-10-29 09:00:00.989045,1,460,1633,505,907,919,309,518
2018-10-29 09:15:00.786345,1,355,1410,383,796,786,307,481
2018-10-29 09:30:01.159646,1,258,1213,269,659,655,303,427
2018-10-29 09:45:00.795947,1,141,1023,151,541,537,299,380
2018-10-29 10:00:01.378248,1,38,873,47,433,429,291,345
2018-10-29 10:15:00.909550,1,252,713,251,352,351,281,307
2018-10-29 10:30:01.150851,1,171,582,154,254,252,271,282
2018-10-29 10:45:00.804184,1,97,473,69,184,183,264,257
2018-10-29 11:00:01.038485,1,34,365,18,143,143,256,235
2018-10-29 11:15:00.849786,1,FULL,271,7,99,97,237,197
